File_Name,CIK,datadate,announce_date,tic,AbnReturn
1653477-0001653477-19-000097.txt,1653477,3/31/2019,2019-05-01,NGVT,-10.14139351
793733-0001104659-17-006137.txt,793733,12/31/2016,2017-02-02,SKYW,-8.311717074
1086222-0001086222-15-000173.txt,1086222,9/30/2015,2015-10-27,AKAM,-20.92639117
1096142-0001096142-13-000009.txt,1096142,3/31/2013,2013-05-09,GTIV,-3.784455096
60519-0001504337-13-000003.txt,60519,12/31/2012,2013-02-08,LPX,3.862529085
866374-0000866374-20-000028.txt,866374,9/30/2020,2020-10-29,FLEX,2.239278338
1320695-0001320695-20-000005.txt,1320695,12/31/2019,2020-02-13,THS,-2.343254542
1469367-0001469367-19-000125.txt,1469367,6/30/2019,2019-08-07,RUN,-13.98327211
1005757-0001564590-15-009343.txt,1005757,9/30/2015,2015-11-04,CSGS,8.931101392
1163302-0001144204-11-003841.txt,1163302,12/31/2010,2011-01-25,X,5.607584541
717423-0001193125-13-192691.txt,717423,3/31/2013,2013-05-01,MUR,-1.684208824
1304421-0001171843-20-005393.txt,1304421,6/30/2020,2020-07-30,CNSL,17.10157163
56978-0001144204-11-043267.txt,56978,6/30/2011,2011-08-02,KLIC,1.465804461
701374-0000701374-19-000083.txt,701374,3/31/2019,2019-04-23,SIX,0.32617786
1133421-0000950123-10-039223.txt,1133421,3/31/2010,2010-04-28,NOC,1.040107776
1056696-0001564590-18-024761.txt,1056696,9/30/2018,2018-10-23,MANH,-4.407011881
916540-0000916540-12-000031.txt,916540,6/30/2012,2012-08-09,DAR,2.67933117
21665-0001157523-18-000124.txt,21665,12/31/2017,2018-01-26,CL,-2.132684634
48287-0000048287-14-000036.txt,48287,9/30/2014,2014-10-15,HNI,7.618584644
42582-0001193125-13-308668.txt,42582,6/30/2013,2013-07-30,GT,8.134133317
1095565-0001299933-10-001615.txt,1095565,3/31/2010,2010-04-26,HSTM,-1.221854278
314203-0001104659-20-034319.txt,314203,12/31/2019,2020-03-16,MUX,25.59064038
352825-0000352825-12-000011.txt,352825,3/31/2012,2012-05-01,FSTR,2.811331202
934648-0001437749-14-003428.txt,934648,12/31/2013,2014-03-05,TRK,0.665805031
772897-0001171843-10-002245.txt,772897,9/30/2010,2010-11-01,HTCH,-7.694613269
1078271-0001193125-10-018202.txt,1078271,12/31/2009,2010-02-01,EXTR,6.945902392
73756-0000073756-17-000059.txt,73756,9/30/2017,2017-10-25,OII,-24.53378452
1158463-0001158463-14-000003.txt,1158463,12/31/2013,2014-01-29,JBLU,0.624767292
1288403-0001144204-17-012210.txt,1288403,12/31/2016,2017-03-01,WTI,14.49702012
746515-0000746515-16-000050.txt,746515,12/31/2015,2016-02-23,EXPD,-1.887454122
1402436-0001193125-14-289672.txt,1402436,6/30/2014,2014-07-31,SSNC,-3.717018165
1640428-0001193125-20-209314.txt,1640428,6/30/2020,2020-08-04,EVER,-31.70810398
771266-0001157523-14-001034.txt,771266,12/31/2013,2014-03-11,KOPN,-2.99898631
1443669-0001437749-19-001982.txt,1443669,12/31/2018,2019-02-07,PRLB,-20.74818625
1108185-0001157523-10-006096.txt,1108185,9/30/2010,2010-10-26,OCNW,-0.882175424
37472-0001157523-10-005892.txt,37472,9/30/2010,2010-10-19,FLXS,1.777954917
313927-0000313927-12-000024.txt,313927,6/30/2012,2012-08-07,CHD,-7.634850436
851310-0000851310-20-000014.txt,851310,6/30/2020,2020-07-31,HLIT,12.08166727
931015-0001157523-13-004797.txt,931015,9/30/2013,2013-10-22,PII,-2.528367359
11199-0000011199-14-000003.txt,11199,12/31/2013,2014-01-30,BMS,0.150373767
842633-0000842633-20-000011.txt,842633,12/31/2019,2020-02-27,TRS,-2.937460902
926326-0000926326-19-000028.txt,926326,9/30/2019,2019-10-24,OMCL,-5.609621633
16058-0001157523-12-002449.txt,16058,3/31/2012,2012-05-02,CACI,-19.89987354
931584-0001193125-14-175207.txt,931584,3/31/2014,2014-05-01,USAP,-5.520117365
1109116-0001564590-19-041786.txt,1109116,9/30/2019,2019-11-07,EVC,2.554492073
854775-0000854775-20-000028.txt,854775,9/30/2020,2020-11-12,DGII,-0.720767659
716133-0000716133-19-000019.txt,716133,3/31/2019,2019-05-08,CBB,-15.68226904
1321646-0001321646-15-000023.txt,1321646,12/31/2014,2015-02-24,KRA,2.834968059
1362004-0001564590-19-004468.txt,1362004,12/31/2018,2019-02-26,ICFI,2.59419999
310568-0000310568-14-000064.txt,310568,3/31/2014,2014-04-24,MSCC,-4.214714426
97745-0000097745-16-000036.txt,97745,12/31/2015,2016-01-28,TMO,-6.281799518
21665-0001157523-12-000307.txt,21665,12/31/2011,2012-01-26,CL,0.071088955
819220-0001193125-13-426617.txt,819220,9/30/2013,2013-11-05,LABL,2.615886035
723612-0001193125-13-192923.txt,723612,3/31/2013,2013-05-01,CAR,2.239115141
1056923-0001104659-10-020302.txt,1056923,3/31/2010,2010-04-15,DTLK,0.7688866
916540-0000916540-12-000036.txt,916540,9/30/2012,2012-11-08,DAR,3.170277232
1102993-0001144204-10-006469.txt,1102993,12/31/2009,2010-02-08,LPSN,7.312935997
1078075-0001157523-15-000172.txt,1078075,12/31/2014,2015-01-22,NTCT,3.640715279
1579910-0001579910-19-000002.txt,1579910,12/31/2018,2019-03-14,RESN,3.595575247
846913-0000846913-19-000034.txt,846913,3/31/2019,2019-05-13,FTEK,-31.70810398
38725-0000038725-16-000381.txt,38725,6/30/2016,2016-07-26,FELE,4.309854182
1277092-0001144204-12-043798.txt,1277092,6/30/2012,2012-08-08,HOGS,2.10518269
1158463-0001158463-18-000010.txt,1158463,12/31/2017,2018-01-25,JBLU,-7.998519022
1384905-0001193125-18-239673.txt,1384905,6/30/2018,2018-08-06,RNG,8.646824868
32604-0000032604-18-000008.txt,32604,12/31/2017,2018-02-06,EMR,-1.474516401
945841-0000945841-20-000011.txt,945841,12/31/2019,2020-02-13,POOL,4.060431186
1002638-0001002638-18-000027.txt,1002638,9/30/2018,2018-10-31,OTEX,-3.086345593
89439-0001144204-12-040681.txt,89439,6/30/2012,2012-07-24,MLI,-1.949028361
110471-0000110471-16-000070.txt,110471,6/30/2016,2016-07-26,WWW,8.793698162
4447-0001157523-10-002391.txt,4447,3/31/2010,2010-04-28,HES,0.392517414
1351541-0001445305-12-001365.txt,1351541,3/31/2012,2012-05-02,DK,3.909438219
1708055-0001104659-19-057811.txt,1708055,9/30/2019,2019-10-30,RBBN,-18.67469165
802481-0000802481-18-000004.txt,802481,12/31/2017,2018-02-15,PPC,5.036884441
317540-0001193125-13-098145.txt,317540,12/31/2012,2013-03-06,COKE,-4.322347027
799231-0000799231-15-000005.txt,799231,12/31/2014,2015-02-25,AFAM,18.40332646
1105705-0000950123-11-044293.txt,1105705,3/31/2011,2011-05-04,TWX,-2.929187274
65770-0001171843-20-005552.txt,65770,6/30/2020,2020-08-05,MVIS,-31.70810398
852772-0000852772-19-000091.txt,852772,6/30/2019,2019-07-30,DENN,4.546610831
1307954-0001104659-14-054635.txt,1307954,6/30/2014,2014-07-30,HUN,1.16393488
1320854-0001193125-14-299483.txt,1320854,6/30/2014,2014-08-06,RAIL,20.88284526
1365916-0001171843-18-003910.txt,1365916,3/31/2018,2018-05-08,AMRS,-6.154775829
101778-0000101778-20-000098.txt,101778,6/30/2020,2020-08-05,MRO,-2.459451437
354908-0001102624-15-001604.txt,354908,9/30/2015,2015-10-28,FLIR,-2.150068175
1137789-0001104659-15-055040.txt,1137789,6/30/2015,2015-07-31,STX,0.745913185
842633-0000842633-19-000082.txt,842633,6/30/2019,2019-07-30,TRS,-0.369756715
1163302-0001163302-14-000053.txt,1163302,6/30/2014,2014-07-29,X,20.06164228
8868-0000008868-18-000040.txt,8868,6/30/2018,2018-08-02,AVP,9.541790181
8063-0001193125-14-050567.txt,8063,12/31/2013,2014-02-13,ATRO,10.79216235
1073429-0001073429-18-000155.txt,1073429,6/30/2018,2018-08-07,USCR,16.50312906
1031203-0001031203-15-000020.txt,1031203,6/30/2015,2015-07-23,GPI,4.603874127
1163739-0001104659-15-015928.txt,1163739,12/31/2014,2015-03-02,NBR,0.48642715
1102934-0001102934-15-000012.txt,1102934,3/31/2015,2015-04-30,CCMP,-4.153914816
18230-0001104659-15-004614.txt,18230,12/31/2014,2015-01-27,CAT,-6.440241773
721371-0000721371-13-000045.txt,721371,3/31/2013,2013-05-02,CAH,2.132921627
34067-0001104659-12-012148.txt,34067,12/31/2011,2012-02-23,BOOM,-2.664655839
1073349-0001193125-14-306667.txt,1073349,6/30/2014,2014-08-12,EPAY,-1.333475335
885721-0000950123-10-016353.txt,885721,12/31/2009,2010-02-24,ESRX,8.145554034
1354327-0001354327-19-000065.txt,1354327,6/30/2019,2019-08-01,PGTI,-6.820802413
49826-0000049826-15-000112.txt,49826,9/30/2015,2015-10-21,ITW,6.080615643
1333835-0001193125-19-208675.txt,1333835,6/30/2019,2019-07-31,CASA,16.3457294
792987-0000792987-12-000015.txt,792987,3/31/2012,2012-04-24,ASTE,-6.312660916
812074-0001104659-17-048072.txt,812074,6/30/2017,2017-07-31,OI,4.207165139
820313-0001558370-20-011602.txt,820313,9/30/2020,2020-10-21,APH,3.549795455
851968-0000851968-18-000096.txt,851968,6/30/2018,2018-07-25,MHK,-17.59575821
793074-0000793074-12-000004.txt,793074,12/31/2011,2012-01-26,WERN,0.496999726
763532-0001437749-19-021670.txt,763532,9/30/2019,2019-11-06,LYTS,4.155674023
1286613-0000947871-13-000286.txt,1286613,3/31/2013,2013-05-02,LINC,7.30854309
1104349-0001104349-15-000026.txt,1104349,6/30/2015,2015-07-28,CPLA,-4.782513704
100378-0000100378-11-000026.txt,100378,6/30/2011,2011-08-02,TWIN,10.68261244
21076-0001206774-14-002309.txt,21076,6/30/2014,2014-08-01,CLX,0.012033387
97210-0001193125-17-237226.txt,97210,6/30/2017,2017-07-26,TER,-3.966692515
1262823-0001262823-18-000031.txt,1262823,9/30/2018,2018-11-06,WLK,2.756170644
788329-0001171843-18-008368.txt,788329,9/30/2018,2018-12-07,JOUT,-10.80787756
912752-0001104659-11-059757.txt,912752,9/30/2011,2011-11-02,SBGI,8.116838254
716133-0000716133-14-000060.txt,716133,9/30/2014,2014-11-05,CBB,-9.373110379
864749-0001193125-15-358056.txt,864749,9/30/2015,2015-10-29,TRMB,20.56782552
949039-0000950123-10-067062.txt,949039,6/30/2010,2010-07-22,DO,-7.081133211
716314-0001193125-12-026156.txt,716314,12/31/2011,2012-01-27,GHM,-0.385389649
1320461-0001320461-17-000047.txt,1320461,9/30/2017,2017-10-31,CPS,4.448936632
749251-0000749251-14-000019.txt,749251,6/30/2014,2014-08-05,IT,3.056946027
1286225-0001157523-16-007245.txt,1286225,9/30/2016,2016-11-03,RP,0.133266069
80420-0000080420-20-000024.txt,80420,6/30/2020,2020-08-04,POWL,-1.060561826
1136893-0001136893-13-000008.txt,1136893,12/31/2012,2013-02-12,FIS,-2.163427312
1692427-0001692427-20-000044.txt,1692427,6/30/2020,2020-08-10,NCSM,-3.846896777
319815-0001193125-11-200822.txt,319815,6/30/2011,2011-07-28,MXWL,18.65910887
29332-0000029332-16-000221.txt,29332,9/30/2016,2016-10-25,DXYN,-7.469688696
1013934-0001104659-18-048548.txt,1013934,6/30/2018,2018-08-01,STRA,4.044423202
1394056-0001193125-20-142897.txt,1394056,3/31/2020,2020-05-14,OSS,-6.165454511
871763-0000871763-10-000027.txt,871763,6/30/2010,2010-06-30,MAN,2.208579674
1096376-0001181431-12-057827.txt,1096376,9/30/2012,2012-11-09,NTRI,-22.37794747
1494259-0001564590-20-022853.txt,1494259,3/31/2020,2020-05-07,CARG,-6.887566279
81362-0001144204-18-011782.txt,81362,12/31/2017,2018-02-28,KWR,-1.339314404
76605-0001437749-13-001903.txt,76605,12/31/2012,2013-02-21,PATK,-13.28267026
700923-0001144204-16-085691.txt,700923,12/31/2015,2016-03-03,MYRG,4.580238339
901491-0001157523-17-002908.txt,901491,9/30/2017,2017-10-31,PZZA,-6.489880475
57515-0000057515-18-000028.txt,57515,9/30/2018,2018-10-25,LANC,6.162744077
812191-0000812191-10-000029.txt,812191,3/31/2010,2010-05-05,RHB,12.64868078
911147-0000911147-19-000032.txt,911147,6/30/2019,2019-08-07,CNTY,-4.052029232
70415-0000070415-20-000125.txt,70415,6/30/2020,2020-08-07,GPX,12.01056526
892553-0000892553-19-000133.txt,892553,9/30/2019,2019-10-17,GTLS,-4.641353668
880807-0001437749-20-001788.txt,880807,12/31/2019,2020-02-05,AMSC,11.44120881
350698-0000350698-18-000028.txt,350698,12/31/2017,2018-02-01,AN,-6.670718221
4281-0001157523-20-001469.txt,4281,9/30/2020,2020-11-09,HWM,12.35202809
1224133-0001564590-20-024225.txt,1224133,3/31/2020,2020-05-11,MCHX,-18.38648497
8063-0000008063-18-000026.txt,8063,9/30/2018,2018-11-05,ATRO,-1.344735773
1086222-0001086222-19-000126.txt,1086222,3/31/2019,2019-04-30,AKAM,2.164084494
23675-0000023675-10-000026.txt,23675,3/31/2010,2010-05-05,CNW,-3.947898941
1092699-0001171843-16-012681.txt,1092699,9/30/2016,2016-10-27,SPSC,-9.681208223
1650729-0001144204-18-024559.txt,1650729,3/31/2018,2018-05-02,SITE,6.094302873
1104349-0001193125-12-058339.txt,1104349,12/31/2011,2012-02-14,CPLA,-8.786340651
1168054-0001144204-11-043799.txt,1168054,6/30/2011,2011-08-04,XEC,-10.16227604
1096325-0001096325-11-000016.txt,1096325,3/31/2011,2011-04-27,ISIL,-0.179154865
54991-0001157523-10-002490.txt,54991,3/31/2010,2010-04-29,KEI,16.82899748
1462418-0001628280-16-012541.txt,1462418,12/31/2015,2016-03-10,ASPS,8.694700977
24741-0000024741-16-000068.txt,24741,12/31/2015,2016-01-26,GLW,5.923457157
1439095-0001439095-19-000023.txt,1439095,6/30/2019,2019-08-01,MRC,-6.829590626
887921-0001157523-12-004026.txt,887921,6/30/2012,2012-07-31,REV,1.67585365
1102741-0001193125-10-037645.txt,1102741,12/31/2009,2010-02-23,STEC,-25.26190239
109563-0000109563-18-000065.txt,109563,3/31/2018,2018-04-26,AIT,-10.75161474
1362468-0001299933-10-002747.txt,1362468,6/30/2010,2010-07-20,ALGT,-7.814566648
1093691-0001104659-19-027665.txt,1093691,3/31/2019,2019-05-08,PLUG,-4.555317164
96021-0001193125-17-031280.txt,96021,12/31/2016,2017-02-06,SYY,-0.804629774
825324-0001214659-19-007703.txt,825324,9/30/2019,2019-12-12,GTIM,-0.446799557
1316625-0001316625-10-000006.txt,1316625,9/30/2010,2010-11-03,SGI,-3.954905891
53669-0000950123-10-095937.txt,53669,9/30/2010,2010-10-26,JCI,0.001100104
1433660-0001433660-16-000008.txt,1433660,3/31/2016,2016-04-26,JBT,-7.925239661
1007330-0001193125-20-200992.txt,1007330,6/30/2020,2020-07-28,PRGX,5.182442899
1286225-0001157523-14-004347.txt,1286225,9/30/2014,2014-11-04,RP,2.758100149
1117297-0001193125-14-184985.txt,1117297,3/31/2014,2014-05-06,QNST,-12.03465995
1473597-0001104659-11-025823.txt,1473597,3/31/2011,2011-05-04,STRI,5.854472562
1257640-0000059255-20-000013.txt,1257640,12/31/2019,2020-03-11,KRO,4.654134756
1460329-0001437749-20-021990.txt,1460329,9/30/2020,2020-10-29,FLNT,16.49425729
796505-0001171843-16-009456.txt,796505,3/31/2016,2016-04-28,CLFD,10.96367041
97216-0000097216-14-000192.txt,97216,9/30/2014,2014-10-29,TEX,-6.856393914
797468-0000797468-13-000103.txt,797468,9/30/2013,2013-10-29,OXY,-0.680762314
67472-0000950123-11-071947.txt,67472,6/30/2011,2011-08-03,MOLX,-4.073869611
936468-0001144204-10-003985.txt,936468,12/31/2009,2010-01-28,LMT,-2.345059672
1318568-0001564590-18-019929.txt,1318568,6/30/2018,2018-08-07,EVRI,0.588367145
78749-0000078749-18-000031.txt,78749,6/30/2018,2018-08-01,AGYS,-11.04349037
892553-0000892553-16-000055.txt,892553,3/31/2016,2016-04-28,GTLS,5.363530594
25895-0001437749-19-001990.txt,25895,12/31/2018,2019-02-07,CRWS,-3.346122416
916365-0000916365-12-000072.txt,916365,9/30/2012,2012-10-24,TSCO,-3.185003099
906553-0000906553-14-000044.txt,906553,9/30/2014,2014-10-30,BYD,4.561819321
1095565-0001299933-12-001706.txt,1095565,6/30/2012,2012-07-23,HSTM,11.76704899
910521-0001157523-10-006272.txt,910521,9/30/2010,2010-10-28,DECK,3.432952411
701374-0001104659-12-050503.txt,701374,6/30/2012,2012-07-24,SIX,7.796622106
1013488-0001171843-13-001538.txt,1013488,3/31/2013,2013-04-25,BJRI,2.341981101
918646-0001193125-17-174399.txt,918646,3/31/2017,2017-05-18,EXP,1.509670571
775158-0000775158-18-000052.txt,775158,3/31/2018,2018-04-26,OSK,-3.153277752
1440024-0001440024-13-000023.txt,1440024,6/30/2013,2013-07-31,RRTS,-0.746741505
1038074-0001104659-14-073207.txt,1038074,9/30/2014,2014-10-23,SLAB,13.59972068
55242-0000055242-19-000002.txt,55242,12/31/2018,2019-02-04,KMT,-3.221605632
1493594-0001493594-19-000045.txt,1493594,6/30/2019,2019-08-01,MTSI,6.480631815
1688568-0001688568-18-000034.txt,1688568,3/31/2018,2018-05-24,DXC,-9.94573967
1262823-0001262823-17-000022.txt,1262823,6/30/2017,2017-08-03,WLK,-1.179423248
723612-0000723612-17-000072.txt,723612,3/31/2017,2017-05-03,CAR,-5.787028363
897077-0000897077-12-000022.txt,897077,6/30/2012,2012-08-01,ALG,-3.15768349
1019737-0001193125-17-045888.txt,1019737,12/31/2016,2017-02-16,NCI,-5.625678041
1392522-0001157523-12-000327.txt,1392522,12/31/2011,2012-01-26,FSL,2.148946024
867374-0001193125-16-656551.txt,867374,6/30/2016,2016-07-25,EFII,-3.958782793
1438231-0001564590-20-006807.txt,1438231,12/31/2019,2019-12-31,DMRC,-25.38119467
11199-0001104659-12-051215.txt,11199,6/30/2012,2012-07-26,BMS,-1.345758551
100885-0000100885-20-000035.txt,100885,12/31/2019,2020-01-23,UNP,1.126682277
1006655-0001006655-19-000039.txt,1006655,9/30/2019,2019-11-01,EPM,-0.83752772
1705110-0001104659-20-011294.txt,1705110,12/31/2019,2020-02-05,ANGI,-3.185276281
51644-0000051644-16-000046.txt,51644,12/31/2015,2016-02-12,IPG,-3.034562671
28823-0000028823-19-000119.txt,28823,3/31/2019,2019-04-30,DBD,-25.55558034
1123360-0001123360-18-000024.txt,1123360,6/30/2018,2018-08-02,GPN,5.301173326
1289848-0001289848-18-000026.txt,1289848,6/30/2018,2018-07-31,HURN,2.466865212
844789-0001193125-11-309793.txt,844789,9/30/2011,2011-11-10,USHS,-1.257096036
804328-0001234452-15-000132.txt,804328,3/31/2015,2015-04-22,QCOM,-1.153780571
1426945-0001426945-17-000018.txt,1426945,9/30/2017,2017-10-25,ECHO,19.51803008
1001838-0001104659-16-134177.txt,1001838,6/30/2016,2016-07-25,SCCO,-1.152562956
1361983-0001564590-19-027211.txt,1361983,6/30/2019,2019-07-31,ORBC,-31.70810398
1660280-0001660280-19-000027.txt,1660280,6/30/2019,2019-07-30,TENB,-19.55785
89800-0000950123-11-005030.txt,89800,12/31/2010,2011-01-25,SHW,1.632090846
1054905-0001181431-14-035500.txt,1054905,9/30/2014,2014-11-04,IOSP,9.795087325
892553-0000892553-16-000075.txt,892553,9/30/2016,2016-10-27,GTLS,-9.438224777
70866-0000070866-18-000028.txt,70866,9/30/2018,2018-10-30,NCR,12.57876741
743988-0000950123-10-094567.txt,743988,9/30/2010,2010-10-20,XLNX,-5.612039931
69488-0001193125-13-293862.txt,69488,6/30/2013,2013-07-18,MYE,8.253968509
885978-0001157523-11-006383.txt,885978,9/30/2011,2011-11-03,USPH,-7.485186551
49938-0001193125-15-029444.txt,49938,12/31/2014,2015-02-02,IMO,4.183629636
1040161-0001040161-20-000049.txt,1040161,9/30/2020,2020-10-29,PXLW,-9.833097074
1054905-0001299933-15-000709.txt,1054905,3/31/2015,2015-05-05,IOSP,0.463699365
100517-0001193125-16-651195.txt,319687,6/30/2016,2016-07-19,UAL,-2.21921635
916540-0000916540-13-000012.txt,916540,3/31/2013,2013-05-09,DAR,1.168643535
1378453-0001378453-17-000004.txt,1378453,12/31/2016,2017-02-28,TA,-17.74478877
313927-0001564590-18-018667.txt,313927,6/30/2018,2018-08-02,CHD,3.724259182
70415-0000070415-18-000144.txt,70415,9/30/2018,2018-11-06,GPX,-4.643078168
4447-0001157523-10-000344.txt,4447,12/31/2009,2010-01-27,HES,-0.678457382
1579241-0001579241-20-000071.txt,1579241,9/30/2020,2020-10-22,ALLE,-2.310190647
1206264-0001206264-10-000005.txt,1206264,12/31/2009,2010-01-26,TPX,3.136209471
871763-0000871763-13-000030.txt,871763,9/30/2013,2013-10-21,MAN,-1.923700078
51644-0000051644-13-000034.txt,51644,9/30/2013,2013-10-18,IPG,-8.535929436
108312-0001171843-16-013218.txt,108312,9/30/2016,2016-11-14,WWD,5.21104267
822663-0001144204-10-012514.txt,822663,12/31/2009,2010-03-10,IPAR,5.661957914
824142-0001026608-13-000022.txt,824142,12/31/2012,2013-03-14,AAON,4.870939116
827054-0000827054-18-000017.txt,827054,12/31/2017,2018-02-06,MCHP,-9.794669668
949158-0001193125-12-325838.txt,949158,6/30/2012,2012-07-31,CRAY,-5.82693699
732712-0001193125-10-234169.txt,732712,9/30/2010,2010-10-22,VZ,-1.13124899
350199-0000902664-10-001582.txt,350199,12/31/2009,2010-03-05,CACH,4.850511981
1289419-0001104659-13-077646.txt,1289419,9/30/2013,2013-10-23,MORN,8.423104893
1604821-0001104659-19-044534.txt,1604821,6/30/2019,2019-08-07,NTRA,18.62999145
1227654-0001227654-20-000163.txt,1227654,6/30/2020,2020-08-04,CMP,7.195860449
1362468-0001445305-13-001665.txt,1362468,6/30/2013,2013-07-23,ALGT,-13.25429722
1309402-0001193125-10-169373.txt,1309402,6/30/2010,2010-07-28,GPRE,-9.928628101
106640-0000106640-20-000145.txt,106640,6/30/2020,2020-07-22,WHR,10.45429876
1043509-0001043509-20-000013.txt,1043509,3/31/2020,2020-04-29,SAH,12.39333944
38725-0000038725-16-000308.txt,38725,3/31/2016,2016-05-02,FELE,4.295729619
24545-0001157523-10-006477.txt,24545,9/30/2010,2010-11-03,TAP,2.089945931
1395942-0001193125-11-111897.txt,1395942,3/31/2011,2011-04-27,KAR,5.506889237
842633-0000842633-20-000080.txt,842633,6/30/2020,2020-07-30,TRS,-4.946645769
78814-0001157523-14-000294.txt,78814,12/31/2013,2014-01-30,PBI,13.56191889
1430602-0001193125-13-042539.txt,1430602,12/31/2012,2013-02-07,SNI,-2.147436813
1003124-0001193125-10-236751.txt,1003124,9/30/2010,2010-10-26,PPDI,3.265407366
1394156-0001394156-17-000014.txt,1394156,3/31/2017,2017-05-04,SAUC,2.865673863
913241-0001019056-10-000222.txt,913241,12/31/2009,2010-02-25,SHOO,3.686973631
808326-0000808326-19-000006.txt,808326,12/31/2018,2019-02-06,EMKR,-1.821662179
88205-0000088205-18-000007.txt,88205,3/31/2018,2018-05-03,SPXC,-0.520930419
1133421-0001133421-14-000048.txt,1133421,6/30/2014,2014-07-23,NOC,1.222953017
873044-0000873044-14-000027.txt,873044,12/31/2013,2014-02-10,RSYS,5.023212742
80420-0001193125-11-334810.txt,80420,9/30/2011,2011-12-06,POWL,7.030840964
1050797-0001050797-20-000005.txt,1050797,12/31/2019,2020-02-06,COLM,-4.726196798
37785-0000037785-14-000020.txt,37785,3/31/2014,2014-05-06,FMC,-2.224122023
92380-0000092380-16-000156.txt,92380,12/31/2015,2016-01-21,LUV,-4.594151032
753568-0001437749-14-001194.txt,753568,12/31/2013,2014-01-29,EXAR,-10.11249505
932696-0001193125-17-335814.txt,932696,9/30/2017,2017-11-07,NSIT,-7.936637696
1092699-0001171843-12-000418.txt,1092699,12/31/2011,2012-02-08,SPSC,-8.657143742
899751-0000899751-14-000035.txt,899751,3/31/2014,2014-04-24,TWI,-7.859629554
73756-0000073756-18-000027.txt,73756,3/31/2018,2018-04-25,OII,3.483312147
1095315-0001095315-20-000028.txt,1095315,12/31/2019,2020-03-12,PFSW,9.87582402
1062231-0001062231-14-000051.txt,1062231,9/30/2014,2014-10-31,AXL,7.858425623
1130866-0001157523-10-002228.txt,1130866,3/31/2010,2010-04-22,HITT,11.29961797
1341766-0001213900-20-011768.txt,1341766,3/31/2020,2020-05-12,CELH,20.70789412
746838-0000746838-16-000028.txt,746838,12/31/2015,2016-01-28,UIS,8.365863136
95552-0000095552-13-000017.txt,95552,3/31/2013,2013-05-02,SUP,-1.586319081
913885-0000913885-13-000002.txt,913885,12/31/2012,2013-02-06,TQNT,-9.84058459
1760717-0001564590-20-024267.txt,1760717,3/31/2020,2020-05-11,SCPL,6.929238967
1227654-0001140361-15-016472.txt,1227654,3/31/2015,2015-04-27,CMP,1.549615104
88205-0000088205-18-000012.txt,88205,6/30/2018,2018-08-02,SPXC,-0.379013768
821026-0001299933-10-003928.txt,821026,9/30/2010,2010-11-03,ANDE,-11.58575415
76282-0001193125-12-097012.txt,76282,12/31/2011,2012-03-05,PKOH,6.916748426
33185-0000033185-16-000042.txt,33185,3/31/2016,2016-04-27,EFX,3.019381127
1092699-0001171843-13-000449.txt,1092699,12/31/2012,2013-02-06,SPSC,0.92396161
1009829-0001157523-11-000849.txt,1009829,12/31/2010,2011-02-15,JAKK,-3.227827448
1350593-0001193125-11-206673.txt,1350593,6/30/2011,2011-08-02,MWA,-27.88887318
78814-0001157523-18-000157.txt,78814,12/31/2017,2018-01-31,PBI,5.162240717
65011-0000065011-16-000337.txt,65011,9/30/2016,2016-10-27,MDP,-5.430181144
108312-0001102624-13-000072.txt,108312,12/31/2012,2013-01-22,WWD,-2.867986749
1157762-0001144204-10-058387.txt,1157762,9/30/2010,2010-09-09,CAAS,-4.946863373
70318-0000070318-19-000038.txt,70318,6/30/2019,2019-08-05,THC,-3.504591695
1171759-0001171759-19-000005.txt,1171759,12/31/2018,2019-02-26,RRGB,-0.225064489
1130866-0001157523-13-004926.txt,1130866,9/30/2013,2013-10-24,HITT,7.934873387
1474735-0001437749-15-018940.txt,1474735,9/30/2015,2015-10-28,GNRC,15.13042808
84748-0001157523-19-001641.txt,84748,6/30/2019,2019-07-31,ROG,-11.45417516
1012100-0001193125-14-168990.txt,1012100,3/31/2014,2014-04-30,SEE,1.459977452
25445-0001445305-12-003176.txt,25445,9/30/2012,2012-10-22,CR,1.516343968
34067-0001104659-13-015041.txt,34067,12/31/2012,2013-02-27,BOOM,-0.453143496
1436126-0001436126-19-000026.txt,1436126,6/30/2019,2019-08-05,MG,12.17012995
109563-0000109563-14-000009.txt,109563,3/31/2014,2014-05-01,AIT,-0.15213398
714284-0001144204-14-050703.txt,714284,6/30/2014,2014-08-14,SORL,8.565833826
1092699-0001171843-18-007241.txt,1092699,9/30/2018,2018-10-25,SPSC,16.38392268
65011-0000065011-19-000078.txt,65011,6/30/2019,2019-09-05,MDP,-24.76091204
30305-0001628280-18-013621.txt,30305,9/30/2018,2018-11-05,DCO,11.20333529
1042893-0001193125-19-119931.txt,1042893,3/31/2019,2019-04-25,DRQ,0.188418525
703361-0000703361-11-000027.txt,703361,9/30/2011,2011-10-31,IDTI,-0.171932131
9092-0001157523-18-000220.txt,9092,12/31/2017,2018-02-05,BMI,0.262730697
1046257-0001104659-20-089941.txt,1046257,6/30/2020,2020-08-04,INGR,-13.54142374
1441236-0001157523-14-004000.txt,1441236,9/30/2014,2014-10-22,CLW,-2.654759059
819793-0001157523-16-007129.txt,819793,9/30/2016,2016-10-31,AIN,-1.361967146
1406666-0001406666-17-000085.txt,1406666,6/30/2017,2017-08-07,CALX,-22.65601392
